,rekt_link,project,relevant addresses
57,https://rekt.news/thorchain-rekt2/,thorchain,"['https://etherscan.io/address/0xc145990e84155416144c532e31f89b840ca8c2ce', 'https://etherscan.io/address/0xf56cba49337a624e94042e325ad6bc864436e370', 'https://etherscan.io/address/0x700196e226283671a3de6704ebcdb37a76658805', 'https://etherscan.io/address/0x8c1944fac705ef172f21f905b5523ae260f76d62', 'https://etherscan.io/address/0x700196e226283671a3de6704ebcdb37a76658805', 'https://etherscan.io/tx/0x10352e6ec052771a92f05f93e037e066873f64bb502d4488726697987f054595', 'https://etherscan.io/tx/0x1c6ef4d5122f1287085097ac37df076d43f389bfc62a1bdfcd3163254b5fe94a', 'https://etherscan.io/tx/0x0b39a878f1bf3daa78be149222dd8e5fa3e37b54d0451872b3d7a2cbf7f070e2', 'https://etherscan.io/tx/0x01f38f17ba838b54350f8e2a2bd54fcdd9cf3c45fa1d2a735f5311507671be9e', 'https://etherscan.io/tx/0xa89d90f300fed8d1d987dec86d0d628f31ffd2d8aefdd857ad90151084531d4c', 'https://etherscan.io/tx/0x9db403ad39d3fe78de378af0b49f03d244326662f7fee230db87d12a624f564b', 'https://etherscan.io/address/0xd95e6eab231b9f3afa24c31c7050bd84c2982072#tokentxns', 'https://etherscan.io/token/0x3155ba85d5f96b2d030a4966af206230e46849cb', 'https://etherscan.io/tx/0x30588af6b5337d9ea229339287fa230bf307120252ed06018efb7abf85696285', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
58,https://rekt.news/hack-epidemic/,hack,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
59,https://rekt.news/lcx-rekt/,lcx,"['https://etherscan.io/address/0x4631018f63d5e31680fb53c11c9e1b11f1503e6f', 'https://etherscan.io/address/0x165402279f2c081c54b00f0e08812f3fd4560a05', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
60,https://rekt.news/anyswap-rekt/,anyswap,"['https://etherscan.io/address/0x0aE1554860E51844B61AE20823eF1268C3949f7C', 'https://etherscan.io/tx/0xecaaf8b57b6587412242fdc040bd6cc084077a07f4def24b4adae6fbe8254ae3', 'https://etherscan.io/tx/0xc80e7cfeb16143cba4d5fb3b192b7dbe70e9bcd5ca0348facd20bf2d05693070', 'https://bscscan.com/tx/0xa8a75905573cce1c6781a59a5d8bc7a8bfb6c8539ca298cbf507a292091ad4b5', 'https://ftmscan.com/tx/0x7312936a28b143d797b4860cf1d36ad2cc951fdbe0f04ddfeddae7499d8368f8', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
61,https://rekt.news/warp-finance-rekt/,warp,"['https://etherscan.io/address/0xdf8bee861227ffc5eea819c332a1c170ae3dbacb', 'https://etherscan.io/address/0x4A224CD0517f08B26608a2f73bF390b01a6618c8', 'https://etherscan.io/address/0xBa539B9a5C2d412Cb10e5770435f362094f9541c', 'https://etherscan.io/address/0x3c37f97F7d8f705cc230f97a0668f77a0e05D0aA', 'https://etherscan.io/address/0x13db1CB418573f4c3A2ea36486F0E421bC0D2427', 'https://etherscan.io/address/0xCDb97F4C32F065b8e93cF16BB1E5d198bcF8cA0d', 'https://etherscan.io/address/0xb64dfae5122D70Fa932f563c53921FE33967B3E0', 'https://etherscan.io/address/0x6046c3Ab74e6cE761d218B9117d5c63200f4b406', 'https://etherscan.io/address/0xDadd9bA311192d360Df13395E137f1E673C91deB', 'https://etherscan.io/address/0xae465FD39B519602eE28F062037F7B9c41FDc8cF', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
62,https://rekt.news/meter-rekt/,meter,"['https://etherscan.io/address/0x8d3d13cac607B7297Ff61A5E1E71072758AF4D01', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
63,https://rekt.news/burgerswap-rekt/,burgerswap,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
64,https://rekt.news/value-defi-rekt/,value,"['https://etherscan.io/tx/0x46a03488247425f845e444b9c10b52ba3c14927c687d38287c0faddc7471150a', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
65,https://rekt.news/alchemix-rekt/,alchemix,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
66,https://rekt.news/belt-rekt/,belt,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
67,https://rekt.news/bondly-rekt/,bondly,"['https://etherscan.io/address/0x58a058ca4b1b2b183077e830bc929b5eb0d3330c', 'https://etherscan.io/address/0xc433d50dd0614c81ee314289ec82aa63710d25e8', 'https://etherscan.io/address/0xc433d50dd0614c81ee314289ec82aa63710d25e8#tokentxns', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
68,https://rekt.news/inverse-rekt2/,inverse,"['https://etherscan.io/tx/0x84ee1ce4dd2aa5113aa7191baaea5f77ac85f6c95cba16135e89b11c272817e5', 'https://etherscan.io/address/0x7b792e49f640676b3706d666075e903b3a4deec6', 'https://etherscan.io/address/0xf508c58ce37ce40a40997c715075172691f92e2d', 'https://etherscan.io/tx/0x958236266991bc3fe3b77feaacea120f172c0708ad01c7a715b255f218f9313c', 'https://etherscan.io/tx/0x3d2f86c1c289731f56bed95dce20434eff48e3bd4a50cdc007ef5d0a2177a9f7', 'https://etherscan.io/tx/0x9959f8f10f59b3b88a5499066a21237e492f193e5ff2950bcc7e6c1f5e1fa60c', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
69,https://rekt.news/roll-rekt/,roll,"['https://etherscan.io/tx/0xfa36e3169bea7f56065a65ab1ccf47d340a68b374278fadfc43e926d4163f94f', 'https://etherscan.io/address/0x5fe4e7124d1da9046edc67a6499b565241be0167', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
70,https://rekt.news/thorchain-rekt/,thorchain,"['https://etherscan.io/address/0x3a196410a0f5facd08fd7880a4b8551cd085c031', 'https://etherscan.io/address/0x4a33862042d004d3fc45e284e1aafa05b48e3c9c', 'https://etherscan.io/address/0x4b713980d60b4994e0aa298a66805ec0d35ebc5a', 'https://etherscan.io/address/0x4a33862042d004d3fc45e284e1aafa05b48e3c9c', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
71,https://rekt.news/xtoken-rekt-x2/,xtoken,"['https://etherscan.io/tx/0x924e6a6288587b497f73ddcf6ae3c184f15ab35dfcb85f3074b55266974029ef', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
72,https://rekt.news/11-rekt/,11,"['https://bscscan.com/tx/0xeaaa8f4d33b1035a790f0d7c4eb6e38db7d6d3b580e0bbc9ba39a9d6b80dd250', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
73,https://rekt.news/chainswap-rekt/,chainswap,"['https://etherscan.io/address/0xEda5066780dE29D00dfb54581A707ef6F52D8113', 'https://bscscan.com/tx/0x83b4adaf73ad34c5c53aa9b805579ed74bc1391c5297201e6457cde709dff723', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
74,https://rekt.news/voltage-finance-rekt/,voltage,"['https://etherscan.io/address/0x371d7c9e4464576d45f11b27cf88578983d63d75#tokentxns', 'https://etherscan.io/tx/0x98c46fc95b196ca35b2acb2e02bb9b6901df6a9a2e356629e9cbb42017a24efb', 'https://etherscan.io/address/0xbcdb800d77ccaac6597830b026d6af78a1118f42#tokentxns', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
75,https://rekt.news/daomaker-rekt/,daomaker,"['https://etherscan.io/address/0x6e70c88be1d5c2a4c0c8205764d01abe6a3d2e22', 'https://etherscan.io/tx/0xcb5be97496995d58da6f97491845040547b878e53a7b71f907a13408f3a54e5f', 'https://etherscan.io/address/0xd6c8dd834abeeefa7a663c1265ce840ca457b1ec', 'https://etherscan.io/tx/0x4c273c2403aafd97e4b553f0e381cf1c63e5f2efebbe2ded7642a06f2b68c879', 'https://etherscan.io/tx/0xec2115ddb7f5020b2410978bb13cd23a9a38291d35be310d7825e7faeb6df1f4', 'https://etherscan.io/address/0xdd571023d95ff6ce5716bf112ccb752e86212167', 'https://etherscan.io/tx/0x1692a57f19b5e8e4bc6a372ac3c83c77cd4a1ea78414377ea66d3d59f4a7d2b7', 'https://etherscan.io/address/0xa43b89d5e7951d410585360f6808133e8b919289', 'https://etherscan.io/tx/0xdd0176475165b83c702d49a876d4dc888b73477ad8833582c72aa6ca5e0bacc3', 'https://etherscan.io/address/0xcf28556ee95be8c52ad2f3480149128cca51dac1', 'https://etherscan.io/tx/0xbf38346aacf261f5e169a87ed874c33c21efb060c4a393e2b1443a3ac5d6e3fd', 'https://etherscan.io/tx/0x3436af2c84d67254a4b81adc350c91d1b98ae52b2ff84645d14d4245c2d08c27', 'https://etherscan.io/tx/0xc586a6b94e09556abf46ae3aa8cffa8e46dfcb0c22bce0b024d5e01743ceba9e', 'https://etherscan.io/tx/0x76163daf6cf0c815c02fb1a98f5c6283ee7a922cbad41218eb7a6452c91824c8', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
76,https://rekt.news/jaypegs-automart-rekt/,jaypegs,"['https://etherscan.io/address/0x3dDD8b6D092df917473680d6C41F80F708C45395', 'https://etherscan.io/address/0xe5f7ae14f02894fcf46ffcb225cc4db38f3c4962', 'https://etherscan.io/tx/0x18a6706b99eb82d9bf16e9abe4817eef6506cae388ebfc3777bf9957f0407a34', 'https://etherscan.io/address/0xba6f4f83329b9500672c6955fd5082c9434aaf74', 'https://etherscan.io/tx/0x1d01a4315d24575e61f3999bd4492c7bcdd952ce4dea1b76f5e3c655a0815fc6', 'https://etherscan.io/tx/0x8514bf2c934ce0e8f7f0ab14cb74f77fa7d1359b1a0f3254426bff976ec68764', 'https://etherscan.io/tx/0x201889e15a1afe20ca8cb9a82ac9e162a2c233dddb18a7985cec6260c1ee8735', 'https://etherscan.io/address/0x482c9f85644f1686c490d38291511657da767e61', 'https://etherscan.io/tx/0x001495efab34719e9a58343780ecf23d736c8308977108e051473a2c5b89f35f', 'https://etherscan.io/tx/0xa2a148b4c56dfae66bcfc541b0f3bac4eb1cd45a0afea6d35a472aad2bdfdc23', 'https://etherscan.io/tx/0x838fb025f763f86a020e76b5df907e54bc0e3b1b8a08a36e41c8af9680cff280', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
77,https://rekt.news/fortress-rekt/,fortress,"['https://bscscan.com/tx/0xd253c7c22a5a526e6240d315f95d6b525828ae0632df7f711c363d1960c6a2cb', 'https://etherscan.io/tx/0x1f1b43b6a56698af777c8c8b7e70eb77f10ff08bd8518c1685b9c19528e3daa5', 'https://etherscan.io/tx/0x1f1b43b6a56698af777c8c8b7e70eb77f10ff08bd8518c1685b9c19528e3daa5', 'https://bscscan.com/tx/0x13d19809b19ac512da6d110764caee75e2157ea62cb70937c8d9471afcb061bf', 'https://bscscan.com/address/0xA6AF2872176320015f8ddB2ba013B38Cb35d22Ad', 'https://etherscan.io/address/0xA6AF2872176320015f8ddB2ba013B38Cb35d22Ad', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
78,https://rekt.news/deus-dao-rekt/,deus,"['https://ftmscan.com/address/0xec1fc57249cea005fc16b2980470504806fca20d#code', 'https://ftmscan.com/address/0xb8f5c9e18abbb21dfa4329586ee74f1e2b685009', 'https://ftmscan.com/tx/0xe374495036fac18aa5b1a497a17e70f256c4d3d416dd1408c026f3f5c70a3a9c', 'https://ftmscan.com/address/0xb8f5c9e18abbb21dfa4329586ee74f1e2b685009', 'https://ftmscan.com/tx/0xe374495036fac18aa5b1a497a17e70f256c4d3d416dd1408c026f3f5c70a3a9c', 'https://ftmscan.com/tx/0x09dc3a1afd1dae211c31d7ad4b5cd6f68c9350727fa5d4c7c63efb9d287e3210', 'https://ftmscan.com/address/0x1ed5112b32486840071b7cdd2584ded2c66198dd', 'https://etherscan.io/address/0x1ed5112b32486840071b7cdd2584ded2c66198dd', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
79,https://rekt.news/pancakebunny2-rekt/,pancakebunny2,"['https://polygonscan.com/address/0xa6021d8c36b2de6ceb4fe281b89d37d2be321431', 'https://polygonscan.com/tx/0x25e5d9ea359be7fc50358d18c2b6d429d27620fe665a99ba7ad0ea460e50ae55', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
80,https://rekt.news/gymnet-rekt/,gymnet,"['https://bscscan.com/address/0x0288fba0bf19072d30490a0f3c81cd9b0634258a#code', 'https://bscscan.com/address/0xb2c035eee03b821cbe78644e5da8b8eaa711d2e5', 'https://bscscan.com/tx/0x8432c1c6613995eeea8a3ae2cfeb9577913db6b7b35dbe26a8c56c02066096e6', 'https://bscscan.com/tx/0x45fbd778ac22e9b108a72226a84c62db43853640b9591931340118123cf5ec6d', 'https://bscscan.com/address/0xb2c035eee03b821cbe78644e5da8b8eaa711d2e5', 'https://bscscan.com/address/0xb2c035eee03b821cbe78644e5da8b8eaa711d2e5', 'https://bscscan.com/tx/0xf009dc69b352f0deeb18b7bdf33a77a038e016d65c666d6180bca40a8f1f7efb', 'https://etherscan.io/address/0xb2c035eee03b821cbe78644e5da8b8eaa711d2e5#internaltx', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
81,https://rekt.news/revest-finance-rekt/,revest,"['https://etherscan.io/tx/0x18fd1a2b17109c7f2bb7244d99bcfb71d131fd9d522fdc41b8a9fb3cdded9c98', 'https://etherscan.io/tx/0x7bbc01ad66ba9b07fdc82afe4e0c99ffcf317680635d040427afed06b25c8c0f', 'https://etherscan.io/address/0xef967ece5322c0d7d26dab41778acb55ce5bd58b', 'https://etherscan.io/tx/0xe0b0c2672b760bef4e2851e91c69c8c0ad135c6987bbf1f43f5846d89e691428', 'https://etherscan.io/address/0xef967ece5322c0d7d26dab41778acb55ce5bd58b', 'https://etherscan.io/tx/0x2b73bc0af8eaaff12eda97105071ac093ea610c00fd2ee7d33c0020f617feeeb', 'https://etherscan.io/tx/0x3b902013ea6e15587dd876d37182cfc09d208cac27fb33ddfa850e8eae4a8597', 'https://etherscan.io/address/0xef967ece5322c0d7d26dab41778acb55ce5bd58b', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
82,https://rekt.news/madmeerkat-finance-rekt/,madmeerkat,"['https://cronoscan.com/tx/0xdfb5b6f7698121adc9510d69687f9536c1abe320287e6b053e384956cd7be0da', 'https://cronoscan.com/address/0xb3065fe2125c413e973829108f23e872e1db9a6b', 'https://cronoscan.com/tokentxns?a=0xb3065fe2125c413e973829108f23e872e1db9a6b', 'https://cronoscan.com/tx/0x9df6975c09ee950ae361894f6aa46c1c5e462449156054c73432e84147724ebb', 'https://etherscan.io/address/0xb3065fe2125c413e973829108f23e872e1db9a6b', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
83,https://rekt.news/au-dodo-rekt/,au,"['https://etherscan.io/address/0x368a6558255bccac517da5106647d8182c571b23', 'https://etherscan.io/tx/0x970b32a8c81dd3fc47fa118621726fc418ec3526c4379470a4000ed7b448360f', 'https://etherscan.io/tx/0x300de107cbca466abe121112848daaf7f5f0d15625d54773dd0bbbff4e276e93', 'https://etherscan.io/tx/0x306d08f3d8af85dfdea7a6edb336d7504e8ecc7c609e4b940d188ba68e11cab5', 'https://etherscan.io/tx/0x56dbf6421c6e6bd779ab0c12fd49e1f7714dd85023aa74abae1940f8d88669cf', 'https://etherscan.io/tx/0xbee2f507b2f4b4321927a9762dac757df12fe1ba2d6f85314273b9ea542a5c13', 'https://etherscan.com/tx/0xaf80cf58c88f0e0f2f44e3902e4c7cd2c17122511fbc6c2d9b2cd43fbc4199b9', 'https://etherscan.io/address/0x328410f276d4fe83fc78fa56ad32d9821a5e5c1c#tokentxns', 'https://etherscan.com/address/0x910fd17b9bfc42a6eea822912f036ef5a080be8a#tokentxns', 'https://etherscan.io/address/0xa305fab8bda7e1638235b054889b3217441dd645', 'https://etherscan.io/address/0x56178a0d5f301baf6cf3e1cd53d9863437345bf9', 'https://etherscan.io/tx/0x0b062361e16a2ea0942cc1b4462b6584208c8c864609ff73aaa640aaa2d92428', 'https://etherscan.io/tx/0xff9b3b2cb09d149762fcffc56ef71362bec1ef6a7d68727155c2d68f395ac1e8', 'https://etherscan.io/tx/0x561f7ccb27b9928df33fa97c2fb99ea3750593e908f9f0f8baf22ec7ca0c5c4a', 'https://etherscan.io/address/0x00000000e84f2bbdfb129ed6e495c7f879f3e634', 'https://etherscan.io/address/0x3554187576ec863af63eea81d25fbf6d3f3f13fc', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
84,https://rekt.news/akropolis-rekt/,akropolis,"['https://etherscan.io/address/0xe2307837524db8961c4541f943598654240bd62f#tokentxns', 'https://etherscan.io/address/0xe2307837524db8961c4541f943598654240bd62f#tokentxns', 'https://etherscan.io/tx/0xf15623567231c67df2b8bcc5540236fbda2c3ac11ecbec427048f11b582cb869', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
85,https://rekt.news/bent-finance/,bent,"['https://etherscan.io/address/0x270b6aff561284ef380cdd6d8b036f4981049a86', 'https://etherscan.io/tx/0xf711641ea9814d78780c8a51ad734ad44d58baf3f97256a3f5ec3200a29eadc7', 'https://etherscan.io/address/0xd23cfffa066f81c7640e3f0dc8bb2958f7686d1f', 'https://etherscan.io/tokentxns?a=0xd23cfffa066f81c7640e3f0dc8bb2958f7686d1f', 'https://etherscan.io/tx/0x11961c4df0b27bd7188d451dd18005dc8aff7ad4a80c7f7441b56495cae219c5', 'https://etherscan.io/tx/0x52d4d5a9a83ff8ca6a7fd102954c4c5d2658043d9049abfc47cd8c37692b95be', 'https://etherscan.io/address/0x9e966a54082427d7ac56aeaee4baae7d11a6e468', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
86,https://rekt.news/8ight-finance-rekt/,8ight,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
87,https://rekt.news/levyathan-rekt/,levyathan,"['https://bscscan.com/tx/0x03c1ba947d451a8c7beff8ba09d6b505c84d8fee31462bb02ee0b07e9ca4c06b', 'https://bscscan.com/address/0x6cadA45b257DA674f1169B4e68A59765226Fc9aE', 'https://www.bscscan.com/address/0xf3381970372fcA75270C0d67956Fd8D6304377D7', 'https://bscscan.com/token/0xe9e7cea3dedca5984780bafc599bd69add087d56?a=0x3b5d5bb99258990313d9d620bf5ffb68603cfff9', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
88,https://rekt.news/treasure-dao-rekt/,treasure,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
89,https://rekt.news/the-big-combo/,the,"['https://etherscan.io/tx/0x82f95242963ac274d63e78234cb71c156f3135c32037e7e5b4424a6043da2a9a', 'https://etherscan.io/tx/0x97373e454e0d5bc7b552de8075c33ea257f570bea519dc2c6220658257b304b5', 'https://etherscan.io/tx/0x97373e454e0d5bc7b552de8075c33ea257f570bea519dc2c6220658257b304b5', 'https://etherscan.io/tx/0x2152214a6be27a904af5a25e77fdca92ae60c6a9d7d298a41f88558649a41a23', 'https://etherscan.io/tx/0xffef18b38096c96c1f6be784ea0ebb07964137858e38f3d65858a79e6a96797f', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
90,https://rekt.news/autoshark-rekt/,autoshark,"['https://bscscan.com/tx/0xfbe65ad3eed6b28d59bf6043debf1166d3420d214020ef54f12d2e0583a66f13', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
91,https://rekt.news/merlinlabs-rekt/,merlinlabs,"['https://bscscan.com/tx/0x8e20a1118a669d03b66c5eca2d937646bd855a998afb1e94b94ff6303456ff97', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
92,https://rekt.news/merlin2-rekt/,merlin2,"['https://bscscan.com/tx/0x664cbe3af9d7627819e1955a90d777d6cf492021eede057bc52686186da192e5', 'https://bscscan.com/address/0xf6f6cc59ca893bd11180654b285b1a0652fca36a', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
93,https://rekt.news/merlin3-rekt/,merlin3,"['https://bscscan.com/address/0x2bADa393e53D0373788d15fD98CB5Fb1441645BD', 'https://etherscan.io/address/0x2bADa393e53D0373788d15fD98CB5Fb1441645BD', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
94,https://rekt.news/saddle-finance-rekt/,saddle,"['https://etherscan.io/tx/0x3c351cea655b8a50348e6ffa1bfff5b4ce68f99366cfad3d8a02ffb01f63138a', 'https://etherscan.io/tx/0x3c351cea655b8a50348e6ffa1bfff5b4ce68f99366cfad3d8a02ffb01f63138a', 'https://etherscan.io/tx/0x299ff1ac7fcec4624ec63bd0192f3df1fc8ca48211e898ac9d6caa828a33de46', 'https://etherscan.io/tx/0x40d860b536effc7f0f8814d3bc2db88a8d9c80f0b701a224b660578b049a0283', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
95,https://rekt.news/safedollar-rekt/,safedollar,"['https://polygonscan.com/tx/0x55dad44a7ed31d1637e70879af66e02290d39aea54554f8411e6ec19c03a074b', 'https://polygonscan.com/token/0x7a5dc8a09c831251026302c93a778748dd48b4df', 'https://polygonscan.com/tx/0xd78ff27f33576ff7ece3a58943f3e74caaa9321bcc3238e4cf014eca2e89ce3f', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
